customer_age,tenure_years,monthly_charges,support_calls,contract_type,internet_service,payment_method,online_security,tech_support,churn
48,10,21.92,0,One year,No,Credit card,Yes,Yes,0
20,9,45.98,1,Two year,DSL,Electronic check,No,Yes,0
57,1,96.03,4,Month-to-month,Fiber optic,Credit card,No,No,1
63,2,33.71,0,Month-to-month,Fiber optic,Electronic check,Yes,No,0
41,6,73.53,0,One year,Fiber optic,Mailed check,No,Yes,0
67,6,41.52,3,One year,DSL,Mailed check,Yes,Yes,0
49,3,21.21,0,Month-to-month,Fiber optic,Electronic check,No,No,0
64,4,44.12,1,One year,Fiber optic,Credit card,Yes,Yes,0
39,4,117.59,0,Month-to-month,Fiber optic,Credit card,No,Yes,1
40,5,100.15,1,Month-to-month,Fiber optic,Electronic check,Yes,No,1
19,8,115.96,2,One year,Fiber optic,Mailed check,No,No,1
44,1,68.79,3,Two year,No,Electronic check,Yes,Yes,0
59,4,30.97,1,Month-to-month,Fiber optic,Mailed check,No,No,0
19,2,74.8,2,Two year,Fiber optic,Electronic check,No,Yes,0
43,3,65.44,2,Month-to-month,No,Mailed check,Yes,No,0
34,9,104.44,0,One year,Fiber optic,Electronic check,No,No,0
57,5,29.81,3,Month-to-month,DSL,Bank transfer,No,No,1
50,7,68.82,1,Two year,DSL,Mailed check,Yes,No,0
26,0,35.0,4,Two year,Fiber optic,Credit card,Yes,No,0
60,9,52.47,6,Month-to-month,Fiber optic,Electronic check,No,No,1
65,7,93.74,2,Two year,Fiber optic,Credit card,Yes,No,0
56,10,67.6,4,Two year,Fiber optic,Electronic check,Yes,Yes,0
46,6,57.59,1,One year,DSL,Credit card,Yes,No,0
59,0,59.45,2,Month-to-month,Fiber optic,Credit card,Yes,No,0
43,1,65.94,3,Two year,DSL,Electronic check,Yes,No,0
52,2,98.5,1,Two year,Fiber optic,Electronic check,Yes,Yes,1
67,0,109.21,0,Month-to-month,Fiber optic,Credit card,No,No,1
42,8,115.53,1,Two year,Fiber optic,Credit card,No,No,0
41,7,98.69,2,Month-to-month,Fiber optic,Credit card,Yes,No,1
30,1,51.54,2,Month-to-month,Fiber optic,Mailed check,No,No,1
24,8,88.81,7,Month-to-month,Fiber optic,Mailed check,No,Yes,1
53,6,63.76,0,One year,DSL,Bank transfer,No,Yes,0
62,8,45.47,2,One year,DSL,Mailed check,Yes,Yes,0
37,5,104.09,4,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1
18,5,23.84,2,Two year,No,Electronic check,No,No,0
25,10,110.18,1,Month-to-month,Fiber optic,Bank transfer,No,No,1
63,3,66.15,2,Month-to-month,Fiber optic,Bank transfer,No,No,1
33,9,83.72,3,Month-to-month,DSL,Mailed check,No,No,0
31,9,85.94,2,One year,Fiber optic,Electronic check,Yes,Yes,1
29,1,109.51,1,Two year,Fiber optic,Electronic check,No,Yes,0
68,6,83.67,4,One year,DSL,Bank transfer,Yes,Yes,0
40,4,81.39,5,Two year,DSL,Electronic check,Yes,Yes,0
32,10,26.67,1,Month-to-month,No,Credit card,No,No,0
45,5,71.84,2,Month-to-month,DSL,Mailed check,Yes,Yes,1
51,1,35.02,2,Month-to-month,DSL,Credit card,No,Yes,1
19,4,93.74,2,Month-to-month,DSL,Bank transfer,No,Yes,1
49,9,71.22,2,Month-to-month,No,Bank transfer,Yes,No,0
40,3,88.02,2,One year,Fiber optic,Electronic check,No,No,1
39,8,24.17,1,Month-to-month,Fiber optic,Electronic check,No,No,0
68,5,28.48,4,One year,No,Bank transfer,No,No,0
42,1,91.63,3,Month-to-month,DSL,Bank transfer,Yes,No,1
39,0,27.21,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,1
39,4,27.13,2,One year,DSL,Credit card,Yes,No,1
66,8,21.21,2,Month-to-month,DSL,Electronic check,Yes,No,1
69,5,115.65,4,Two year,Fiber optic,Credit card,Yes,No,1
59,9,93.75,2,One year,Fiber optic,Electronic check,No,No,1
23,6,55.33,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
32,4,49.65,3,Two year,Fiber optic,Mailed check,No,No,0
60,9,54.97,3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
54,5,97.47,3,Month-to-month,DSL,Credit card,No,No,1
50,4,86.14,3,One year,DSL,Bank transfer,No,Yes,0
25,10,38.52,2,Month-to-month,DSL,Bank transfer,Yes,Yes,0
70,8,37.41,4,Two year,DSL,Credit card,Yes,No,0
61,5,29.84,1,Two year,Fiber optic,Bank transfer,No,No,0
61,10,86.03,3,Two year,DSL,Electronic check,No,Yes,0
22,7,96.44,2,Month-to-month,DSL,Bank transfer,No,No,0
56,1,46.5,4,Month-to-month,Fiber optic,Credit card,Yes,No,1
21,8,22.09,0,One year,No,Bank transfer,Yes,Yes,0
23,4,28.22,2,Month-to-month,DSL,Electronic check,No,No,0
62,6,116.79,1,Month-to-month,DSL,Electronic check,No,No,1
49,9,49.54,1,Month-to-month,Fiber optic,Credit card,No,No,0
69,0,96.92,2,Month-to-month,Fiber optic,Credit card,No,Yes,1
47,9,82.47,1,Month-to-month,Fiber optic,Credit card,No,Yes,0
64,4,58.19,3,Two year,Fiber optic,Mailed check,Yes,No,0
52,9,40.57,6,Two year,No,Mailed check,Yes,No,0
57,1,32.14,3,Month-to-month,Fiber optic,Electronic check,Yes,No,1
69,5,81.5,4,Month-to-month,Fiber optic,Mailed check,No,Yes,1
33,10,97.46,4,Month-to-month,Fiber optic,Mailed check,Yes,No,0
30,0,84.39,3,Two year,DSL,Bank transfer,Yes,No,0
67,2,73.03,2,Month-to-month,No,Mailed check,No,Yes,1
59,4,24.2,1,One year,Fiber optic,Bank transfer,No,No,0
47,3,116.85,1,Month-to-month,DSL,Credit card,No,No,1
36,2,99.87,4,One year,Fiber optic,Bank transfer,No,Yes,0
34,9,49.28,5,Month-to-month,DSL,Bank transfer,Yes,No,0
36,4,118.0,1,One year,Fiber optic,Credit card,No,Yes,0
45,10,80.19,3,Month-to-month,Fiber optic,Credit card,No,No,1
43,7,78.24,2,One year,Fiber optic,Electronic check,No,No,0
54,10,94.81,1,Month-to-month,Fiber optic,Electronic check,Yes,No,1
43,3,101.18,2,One year,DSL,Electronic check,Yes,No,1
70,0,85.65,1,Two year,Fiber optic,Electronic check,No,No,1
40,10,32.81,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
26,6,53.83,1,Two year,Fiber optic,Bank transfer,No,No,0
29,7,112.81,0,One year,Fiber optic,Electronic check,No,Yes,1
70,2,42.46,2,Month-to-month,Fiber optic,Mailed check,No,Yes,1
18,5,57.22,1,Month-to-month,Fiber optic,Electronic check,No,Yes,0
18,1,63.21,2,Month-to-month,DSL,Mailed check,No,No,0
64,6,63.94,3,One year,No,Credit card,Yes,Yes,0
51,7,81.29,0,One year,Fiber optic,Bank transfer,No,Yes,0
49,5,114.31,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
65,5,44.07,2,Month-to-month,DSL,Mailed check,Yes,Yes,0
42,4,32.15,1,Two year,DSL,Electronic check,Yes,No,0
57,7,39.75,2,Two year,Fiber optic,Bank transfer,Yes,No,0
62,0,108.69,4,Month-to-month,No,Mailed check,No,Yes,1
70,9,84.58,3,Two year,Fiber optic,Credit card,Yes,No,0
18,3,48.59,1,Month-to-month,No,Credit card,No,No,0
33,3,101.59,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
56,2,106.14,3,Two year,Fiber optic,Electronic check,Yes,No,0
22,2,104.65,3,Month-to-month,DSL,Mailed check,No,No,1
39,3,111.89,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
46,10,45.22,2,Month-to-month,DSL,Credit card,No,No,0
20,0,95.5,2,Two year,No,Electronic check,No,No,0
29,10,66.05,3,Two year,No,Mailed check,No,No,0
43,10,104.2,1,Month-to-month,No,Bank transfer,Yes,No,1
33,1,92.85,2,Month-to-month,Fiber optic,Mailed check,No,Yes,0
68,8,97.64,0,Month-to-month,Fiber optic,Electronic check,No,No,1
54,9,85.62,0,One year,Fiber optic,Electronic check,No,No,1
39,1,37.74,2,Month-to-month,DSL,Credit card,No,Yes,1
46,4,74.5,4,One year,Fiber optic,Electronic check,No,Yes,0
31,8,118.47,1,Month-to-month,DSL,Bank transfer,No,No,0
45,8,113.74,3,Month-to-month,Fiber optic,Mailed check,No,No,1
22,7,24.32,2,Month-to-month,DSL,Electronic check,Yes,No,0
64,0,36.48,3,Month-to-month,DSL,Electronic check,Yes,No,0
66,0,33.17,0,Two year,Fiber optic,Bank transfer,Yes,No,0
47,8,92.6,5,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
63,10,101.78,3,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1
69,7,41.35,2,Month-to-month,DSL,Credit card,Yes,Yes,0
22,9,70.59,3,Month-to-month,Fiber optic,Credit card,No,Yes,0
29,8,104.07,5,Month-to-month,DSL,Mailed check,Yes,Yes,0
33,6,93.28,1,Month-to-month,Fiber optic,Bank transfer,No,No,0
43,2,74.22,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
43,2,79.03,3,One year,Fiber optic,Credit card,Yes,Yes,1
65,1,70.84,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
38,4,49.75,3,Month-to-month,DSL,Bank transfer,Yes,Yes,0
56,2,76.5,3,Two year,Fiber optic,Electronic check,No,No,0
53,5,88.89,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
50,1,107.33,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1
47,2,83.63,2,Month-to-month,Fiber optic,Credit card,No,No,1
54,4,96.11,1,Month-to-month,DSL,Electronic check,No,No,1
40,10,36.01,1,One year,Fiber optic,Electronic check,No,Yes,0
27,10,66.16,4,Month-to-month,Fiber optic,Mailed check,No,No,0
22,0,20.93,1,One year,DSL,Bank transfer,No,Yes,0
53,0,44.67,0,Month-to-month,DSL,Electronic check,No,No,1
51,9,92.65,1,Month-to-month,DSL,Bank transfer,No,No,0
69,8,119.18,3,One year,No,Mailed check,Yes,Yes,1
48,6,29.92,3,Month-to-month,Fiber optic,Credit card,Yes,No,0
27,0,60.15,4,One year,DSL,Electronic check,No,Yes,1
36,7,100.01,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
49,2,40.4,3,One year,Fiber optic,Electronic check,No,Yes,0
18,7,75.51,1,Month-to-month,Fiber optic,Bank transfer,No,No,0
22,4,93.31,2,Two year,DSL,Bank transfer,Yes,Yes,0
62,0,81.6,5,Month-to-month,DSL,Bank transfer,No,Yes,1
21,6,38.8,0,Two year,No,Mailed check,No,Yes,0
33,4,55.54,1,Month-to-month,DSL,Credit card,Yes,Yes,0
41,5,98.38,3,One year,DSL,Electronic check,No,No,1
33,5,75.42,3,Month-to-month,No,Credit card,No,Yes,0
19,7,20.52,1,Two year,Fiber optic,Bank transfer,Yes,Yes,0
66,8,96.1,0,Month-to-month,DSL,Bank transfer,No,No,1
45,1,23.53,3,Month-to-month,DSL,Credit card,Yes,No,1
49,8,94.57,3,Month-to-month,DSL,Credit card,No,No,1
44,10,40.25,0,Month-to-month,DSL,Electronic check,Yes,No,0
37,9,115.81,2,Month-to-month,No,Bank transfer,No,Yes,0
41,8,56.79,0,Two year,Fiber optic,Credit card,No,No,0
29,9,52.69,5,Two year,Fiber optic,Mailed check,Yes,No,0
67,9,34.89,3,Month-to-month,No,Bank transfer,No,Yes,0
52,6,50.56,1,Two year,Fiber optic,Bank transfer,No,No,0
50,0,107.67,1,Month-to-month,DSL,Electronic check,Yes,Yes,1
50,6,119.63,2,Month-to-month,Fiber optic,Mailed check,Yes,No,1
68,9,56.83,5,One year,No,Electronic check,No,No,0
60,4,64.86,2,One year,Fiber optic,Mailed check,No,No,0
54,5,92.21,2,Two year,DSL,Electronic check,Yes,No,0
29,9,108.62,1,Month-to-month,Fiber optic,Mailed check,Yes,No,1
20,6,79.3,5,One year,Fiber optic,Mailed check,Yes,Yes,1
18,4,59.15,2,Month-to-month,No,Mailed check,No,No,0
50,6,61.26,0,Month-to-month,DSL,Credit card,Yes,Yes,0
57,8,89.56,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
27,2,20.32,2,Two year,No,Mailed check,No,No,0
60,7,81.96,1,Two year,Fiber optic,Credit card,Yes,Yes,0
61,1,55.55,3,One year,Fiber optic,Credit card,No,Yes,0
46,10,99.42,0,Month-to-month,DSL,Electronic check,Yes,No,0
30,6,29.3,0,Month-to-month,DSL,Bank transfer,No,No,0
29,1,78.82,2,Month-to-month,DSL,Bank transfer,Yes,Yes,1
48,3,68.1,2,Month-to-month,No,Electronic check,No,Yes,0
63,6,84.23,2,Month-to-month,DSL,Bank transfer,No,Yes,1
19,2,26.49,4,One year,Fiber optic,Electronic check,Yes,No,0
68,1,78.0,3,Month-to-month,Fiber optic,Credit card,Yes,Yes,1
67,10,76.15,2,Month-to-month,DSL,Credit card,Yes,No,1
52,9,76.07,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,1
40,6,80.35,1,Month-to-month,Fiber optic,Electronic check,No,Yes,0
34,0,87.65,4,Month-to-month,No,Credit card,No,No,1
43,7,100.5,4,Two year,Fiber optic,Credit card,No,Yes,0
25,2,46.98,1,One year,Fiber optic,Electronic check,No,No,0
46,1,102.5,2,Two year,DSL,Credit card,No,Yes,1
43,2,69.83,2,Month-to-month,No,Bank transfer,No,No,1
27,4,27.71,3,Month-to-month,DSL,Credit card,Yes,No,0
43,10,25.86,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
51,7,53.42,3,Two year,DSL,Bank transfer,Yes,Yes,0
68,9,98.49,2,One year,No,Bank transfer,No,Yes,1
58,6,90.77,4,Month-to-month,Fiber optic,Credit card,Yes,No,1
24,6,98.86,3,Month-to-month,Fiber optic,Mailed check,Yes,No,0
21,6,71.73,1,Month-to-month,DSL,Bank transfer,Yes,No,0
70,7,64.02,1,One year,Fiber optic,Electronic check,No,No,0
67,0,34.75,2,Two year,Fiber optic,Mailed check,Yes,Yes,0
62,3,52.82,4,One year,Fiber optic,Mailed check,Yes,Yes,0
28,5,63.4,2,Month-to-month,DSL,Bank transfer,Yes,Yes,0
46,8,28.86,3,Month-to-month,No,Credit card,Yes,Yes,0
53,1,42.06,1,Month-to-month,No,Mailed check,No,Yes,0
42,0,79.82,2,Month-to-month,DSL,Credit card,Yes,No,1
38,9,93.57,4,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
53,1,119.83,4,One year,Fiber optic,Electronic check,No,No,1
27,6,113.31,2,One year,Fiber optic,Mailed check,Yes,Yes,0
54,2,84.26,3,Month-to-month,DSL,Electronic check,Yes,No,1
26,9,62.12,4,Two year,Fiber optic,Credit card,No,No,0
41,1,83.62,3,Month-to-month,Fiber optic,Credit card,Yes,No,1
52,10,98.57,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,1
66,6,31.83,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
52,1,60.99,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
65,2,103.98,0,Month-to-month,Fiber optic,Mailed check,No,Yes,1
53,10,58.38,3,Month-to-month,DSL,Mailed check,No,No,1
35,6,77.19,1,Month-to-month,No,Bank transfer,No,Yes,1
66,3,78.78,5,Two year,Fiber optic,Bank transfer,Yes,Yes,1
56,0,38.45,4,Month-to-month,DSL,Electronic check,Yes,No,0
49,4,56.22,3,Month-to-month,DSL,Credit card,No,No,1
41,8,53.45,2,Month-to-month,Fiber optic,Credit card,No,No,0
40,7,22.62,0,One year,No,Mailed check,Yes,No,0
49,8,22.42,3,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
54,9,103.17,1,Two year,Fiber optic,Electronic check,Yes,Yes,1
29,8,47.31,1,Month-to-month,DSL,Mailed check,Yes,Yes,1
66,6,71.81,1,Month-to-month,Fiber optic,Electronic check,Yes,No,0
30,3,49.87,1,One year,No,Bank transfer,Yes,No,0
40,4,114.07,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
42,0,45.93,2,Month-to-month,DSL,Bank transfer,No,No,1
52,0,62.97,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,1
58,2,107.27,0,One year,DSL,Bank transfer,Yes,No,1
47,7,104.19,5,Month-to-month,Fiber optic,Mailed check,No,Yes,0
34,1,38.61,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
66,3,100.26,0,Two year,Fiber optic,Electronic check,No,No,0
37,1,65.82,1,Month-to-month,DSL,Mailed check,Yes,No,0
65,4,68.3,1,Two year,No,Mailed check,No,No,0
42,8,33.35,3,One year,Fiber optic,Electronic check,Yes,Yes,0
39,0,28.06,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,1
30,4,92.79,1,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
36,8,69.65,1,Month-to-month,Fiber optic,Mailed check,Yes,No,1
66,0,63.69,3,One year,Fiber optic,Mailed check,Yes,No,0
53,8,92.95,2,One year,Fiber optic,Credit card,No,No,1
29,7,96.55,0,One year,Fiber optic,Credit card,Yes,Yes,0
58,3,35.89,3,Two year,DSL,Credit card,Yes,No,0
36,10,81.02,1,One year,Fiber optic,Mailed check,No,No,0
29,9,33.54,1,Month-to-month,Fiber optic,Bank transfer,No,No,0
26,4,95.14,0,Month-to-month,DSL,Electronic check,No,Yes,0
24,4,85.7,4,Two year,Fiber optic,Bank transfer,No,No,0
45,10,115.66,1,Month-to-month,No,Credit card,No,No,0
31,5,26.9,2,Month-to-month,No,Mailed check,No,No,0
48,6,25.71,3,One year,Fiber optic,Mailed check,No,No,0
69,7,48.22,1,Month-to-month,DSL,Bank transfer,No,Yes,0
36,7,46.17,5,Two year,Fiber optic,Bank transfer,Yes,No,0
64,10,44.7,3,One year,DSL,Electronic check,Yes,No,0
33,1,110.63,3,Month-to-month,No,Mailed check,Yes,Yes,1
70,8,44.95,4,Two year,DSL,Bank transfer,No,Yes,0
22,6,47.19,1,Month-to-month,DSL,Electronic check,No,Yes,0
52,3,95.94,2,Month-to-month,Fiber optic,Credit card,No,No,1
29,3,64.97,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,0
42,10,97.67,2,Month-to-month,Fiber optic,Credit card,No,No,1
69,7,26.54,5,Month-to-month,Fiber optic,Electronic check,No,Yes,0
38,3,68.76,3,Month-to-month,DSL,Credit card,Yes,No,1
53,5,23.36,3,Month-to-month,DSL,Mailed check,No,Yes,0
70,4,26.27,3,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
40,2,110.64,1,One year,DSL,Credit card,No,No,0
33,9,33.92,3,Two year,Fiber optic,Mailed check,No,No,1
56,10,73.24,5,Month-to-month,Fiber optic,Electronic check,No,Yes,1
62,1,61.11,1,Month-to-month,Fiber optic,Mailed check,No,Yes,1
70,8,54.73,3,Month-to-month,No,Credit card,No,Yes,1
59,9,109.98,0,Month-to-month,No,Credit card,No,No,1
56,8,22.18,2,One year,No,Credit card,Yes,No,0
31,0,86.38,0,One year,DSL,Bank transfer,No,No,1
48,9,116.34,2,Month-to-month,DSL,Credit card,Yes,No,1
22,2,76.02,1,Month-to-month,DSL,Electronic check,Yes,No,0
52,7,113.68,3,Month-to-month,No,Mailed check,No,Yes,1
40,5,25.23,2,One year,No,Mailed check,No,No,0
46,4,61.88,5,Month-to-month,No,Bank transfer,Yes,No,1
60,4,46.02,3,Two year,DSL,Bank transfer,Yes,Yes,0
28,5,93.08,1,One year,No,Electronic check,Yes,Yes,0
35,6,118.13,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,1
64,0,45.65,3,One year,DSL,Bank transfer,Yes,Yes,0
29,8,85.42,0,Two year,Fiber optic,Mailed check,No,No,0
26,2,39.81,0,One year,DSL,Bank transfer,Yes,No,0
27,3,76.53,1,Month-to-month,Fiber optic,Bank transfer,No,No,0
61,9,66.39,1,Month-to-month,DSL,Credit card,Yes,No,0
34,0,117.2,2,Two year,Fiber optic,Bank transfer,No,No,1
55,10,80.85,4,One year,Fiber optic,Electronic check,Yes,No,0
24,9,54.95,2,One year,No,Mailed check,Yes,Yes,0
63,2,31.41,6,Two year,Fiber optic,Credit card,Yes,Yes,1
30,1,35.12,1,Two year,Fiber optic,Mailed check,No,No,0
57,1,42.53,2,Two year,Fiber optic,Electronic check,No,Yes,1
59,0,45.1,1,Month-to-month,No,Electronic check,Yes,Yes,0
26,7,105.06,3,Month-to-month,DSL,Bank transfer,Yes,No,1
67,2,76.12,3,One year,Fiber optic,Bank transfer,Yes,No,1
44,2,72.34,4,One year,DSL,Bank transfer,No,Yes,0
19,5,31.48,5,One year,DSL,Mailed check,No,No,0
22,7,106.01,3,Month-to-month,Fiber optic,Electronic check,Yes,No,0
46,8,92.28,2,One year,No,Credit card,Yes,Yes,0
54,8,26.77,3,One year,DSL,Bank transfer,Yes,Yes,0
55,3,90.78,1,Month-to-month,Fiber optic,Mailed check,Yes,No,1
36,4,74.35,6,Month-to-month,No,Bank transfer,No,Yes,1
25,1,28.17,3,Month-to-month,No,Electronic check,Yes,Yes,0
65,10,65.83,1,Month-to-month,DSL,Credit card,Yes,No,0
62,8,68.47,1,Month-to-month,No,Electronic check,Yes,No,0
18,7,36.58,6,Month-to-month,DSL,Mailed check,No,Yes,1
39,2,114.57,4,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
69,10,105.0,2,One year,DSL,Electronic check,Yes,Yes,1
34,8,86.9,3,One year,DSL,Mailed check,Yes,No,0
24,2,66.23,6,Two year,Fiber optic,Bank transfer,Yes,Yes,0
42,8,61.18,2,Month-to-month,Fiber optic,Credit card,No,No,0
62,1,85.1,3,Month-to-month,DSL,Electronic check,Yes,No,1
21,9,74.54,1,Two year,DSL,Bank transfer,No,Yes,0
53,8,26.23,4,Month-to-month,Fiber optic,Bank transfer,No,No,0
23,7,71.25,2,Two year,DSL,Bank transfer,No,No,0
48,8,100.64,3,Two year,Fiber optic,Bank transfer,Yes,No,0
36,4,65.92,3,Month-to-month,DSL,Electronic check,No,Yes,0
61,10,25.2,5,Two year,DSL,Bank transfer,No,No,0
56,10,98.63,1,Month-to-month,Fiber optic,Mailed check,Yes,No,1
44,1,40.14,1,Month-to-month,Fiber optic,Electronic check,Yes,No,0
27,7,45.86,4,One year,Fiber optic,Bank transfer,Yes,Yes,0
43,5,36.47,3,Month-to-month,DSL,Electronic check,Yes,No,0
36,7,53.02,1,Two year,No,Mailed check,Yes,Yes,0
56,10,95.68,3,Month-to-month,Fiber optic,Mailed check,No,Yes,1
20,4,71.94,2,Month-to-month,DSL,Electronic check,Yes,No,1
62,9,40.49,3,One year,Fiber optic,Bank transfer,No,No,1
30,1,107.78,2,One year,No,Bank transfer,Yes,No,1
67,5,107.96,3,Month-to-month,DSL,Mailed check,No,No,1
45,4,107.06,3,Month-to-month,DSL,Bank transfer,Yes,No,1
37,4,43.88,2,Two year,Fiber optic,Mailed check,No,Yes,0
45,0,65.12,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
25,1,118.5,4,Two year,Fiber optic,Mailed check,Yes,Yes,0
58,7,97.2,1,One year,DSL,Credit card,No,Yes,0
56,2,22.72,1,One year,DSL,Bank transfer,Yes,No,0
18,9,26.52,3,One year,Fiber optic,Bank transfer,No,No,0
20,2,66.39,1,Month-to-month,DSL,Bank transfer,No,No,0
30,7,110.92,3,One year,Fiber optic,Electronic check,No,No,1
45,7,73.87,2,Two year,Fiber optic,Bank transfer,No,Yes,0
66,1,69.78,2,Month-to-month,DSL,Electronic check,No,Yes,1
42,7,30.55,0,Two year,No,Electronic check,Yes,No,0
50,10,85.68,2,Month-to-month,Fiber optic,Mailed check,No,Yes,1
55,0,102.21,1,Month-to-month,Fiber optic,Electronic check,No,Yes,1
70,5,58.04,2,Month-to-month,DSL,Electronic check,Yes,No,1
23,7,97.56,5,Two year,DSL,Credit card,Yes,Yes,0
61,2,116.45,6,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
62,7,40.38,3,Two year,DSL,Electronic check,Yes,No,0
49,0,72.33,2,Two year,No,Bank transfer,Yes,No,0
62,10,48.71,1,Month-to-month,DSL,Electronic check,Yes,No,0
64,10,99.29,3,Month-to-month,Fiber optic,Mailed check,No,No,1
38,8,77.76,1,One year,Fiber optic,Credit card,Yes,No,0
33,10,83.46,1,Month-to-month,Fiber optic,Electronic check,No,No,1
38,8,99.79,1,One year,DSL,Bank transfer,No,No,0
28,4,59.6,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
54,9,111.51,4,Month-to-month,DSL,Bank transfer,No,Yes,1
53,3,73.3,1,One year,No,Mailed check,No,No,0
52,10,35.8,1,Month-to-month,DSL,Credit card,No,No,0
36,5,89.59,1,Month-to-month,No,Mailed check,No,No,1
37,6,99.33,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
35,4,51.68,1,Month-to-month,DSL,Bank transfer,No,No,0
64,10,105.72,0,Month-to-month,Fiber optic,Electronic check,Yes,No,0
58,9,110.61,3,Two year,DSL,Mailed check,Yes,No,0
66,8,47.69,0,Month-to-month,No,Bank transfer,Yes,Yes,0
31,2,118.35,3,Month-to-month,Fiber optic,Electronic check,Yes,No,1
32,6,34.07,1,One year,DSL,Credit card,No,Yes,0
48,9,40.2,6,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
18,9,38.42,1,Month-to-month,DSL,Electronic check,No,No,0
70,10,109.4,2,Two year,No,Bank transfer,No,No,0
20,4,85.43,1,One year,DSL,Mailed check,No,No,0
33,6,35.21,1,One year,Fiber optic,Electronic check,Yes,No,0
40,1,64.03,4,One year,Fiber optic,Mailed check,No,Yes,1
28,3,81.53,1,Month-to-month,No,Credit card,Yes,Yes,0
29,1,28.35,2,One year,DSL,Mailed check,Yes,No,0
27,6,108.24,3,Month-to-month,Fiber optic,Electronic check,No,No,1
49,1,100.36,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
33,10,70.52,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,1
25,0,116.71,2,Month-to-month,DSL,Mailed check,No,No,1
55,8,61.78,0,Month-to-month,DSL,Mailed check,Yes,No,0
29,0,118.41,3,Two year,DSL,Bank transfer,No,No,1
41,7,86.79,2,Month-to-month,Fiber optic,Credit card,Yes,No,0
45,1,83.47,5,Month-to-month,DSL,Electronic check,Yes,No,0
70,7,36.6,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
25,2,108.19,2,Month-to-month,DSL,Bank transfer,Yes,No,1
45,5,62.75,3,One year,No,Bank transfer,Yes,No,1
53,2,36.22,1,Month-to-month,No,Electronic check,No,Yes,0
43,6,21.26,3,Month-to-month,Fiber optic,Electronic check,No,No,0
25,9,75.98,2,Month-to-month,Fiber optic,Electronic check,No,Yes,0
67,8,72.74,2,One year,DSL,Credit card,Yes,Yes,0
45,1,91.94,0,Month-to-month,DSL,Bank transfer,No,No,1
45,4,109.03,3,Month-to-month,DSL,Mailed check,No,Yes,0
54,5,27.94,2,Month-to-month,Fiber optic,Mailed check,No,No,0
58,3,93.15,2,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
53,3,38.74,0,Month-to-month,No,Mailed check,No,No,0
44,3,105.82,1,One year,Fiber optic,Credit card,No,No,1
34,1,101.91,0,One year,Fiber optic,Credit card,Yes,Yes,0
26,3,74.08,1,Two year,Fiber optic,Electronic check,No,No,0
50,10,91.02,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,1
70,0,51.44,2,Month-to-month,DSL,Electronic check,No,No,0
37,5,67.12,3,Month-to-month,Fiber optic,Electronic check,No,No,1
30,0,102.16,3,Two year,Fiber optic,Electronic check,No,Yes,0
45,9,65.93,2,One year,Fiber optic,Mailed check,Yes,No,0
65,5,55.78,2,One year,No,Mailed check,Yes,No,1
46,0,69.42,4,Month-to-month,DSL,Electronic check,No,No,1
